tag,n_rows,n_speakers,mean_duration_s
"scottish accent, gruffly",1,1,17.728
"northern irish accent, pleading quality",1,1,5.675
"normal accent, appreciative",1,1,5.675
"jamaican patois accent, defiant",1,1,3.139
"jamaican patois, smiling in voice",1,1,2.757
"scottish accent, booming voice",1,1,15.544
"californian accent, pleading",1,1,13.901
"cockney accent, long exhale",1,1,15.955
"regular accent, frustrated",1,1,18.240
"patois accent, skeptical",1,1,2.808
"cockney accent, blustering",1,1,17.880
"californian accent, earnestly",1,1,15.835
"californian accent, thoughtful",1,1,17.819
"scottish accent, panicked whisper",1,1,15.395
voice shaking terribly,1,1,15.395
"scottish accent, defeated tone",1,1,16.507
yelling frantically,1,1,11.925
"eastern european accent, patient tone",1,1,19.824
"scottish accent, dryly",1,1,20.424
"californian accent, defiant",1,1,19.363
"eastern european accent, playful",1,1,19.312
"eastern european accent, delighted",1,1,18.251
"eastern european accent, pleased",1,1,21.165
speaking in dramatic meter,1,1,19.413
trembling shout,1,1,14.443
"scottish accent, gratefully",1,1,20.075
"scottish accent, whispering",1,1,17.488
"eastern european accent, sympathetic",1,1,19.523
in a piercing scream,1,1,15.555
"scottish accent, trembling whisper",1,1,19.091
whimpers loudly,1,1,18.443
screaming wildly,1,1,18.443
persuasive,1,1,20.696
"eastern european accent, gentle",1,1,20.485
exasperated hiss,1,1,15.293
cheerful admission,1,1,19.864
speaking through laughter,1,1,19.864
ending in a wail,1,1,18.741
quavering rage,1,1,18.741
in rapid succession,1,1,15.565
quickening with worry,1,1,18.309
gravelly bottom,1,1,22.019
in triumphant scream,1,1,22.619
trailing into exhausted shout,1,1,22.619
panicked laugh,1,1,18.781
"back to normal, questioning",1,1,16.296
"scottish accent, grimly amused",1,1,14.856
suspicious undertone,1,1,14.872
"scottish accent, carefully neutral",1,1,14.872
"scottish accent, quieter menace",1,1,17.461
"scottish accent, understanding",1,1,17.448
"scottish accent, whispering fiercely",1,1,14.952
voice growing stronger with conviction,1,1,18.099
quick shift to flat,1,1,9.992
"scottish accent, bellowing",1,1,18.541
"scottish accent, chuckling darkly",1,1,20.283
with forced humor,1,1,14.941
slightly trembling,1,1,20.824
jingling coins,1,1,14.040
gleefully sarcastic,1,1,13.981
in a mock whisper,1,1,12.101
trailing off into mumbles,1,1,14.560
shifting to excitement,1,1,13.741
hurried tone,1,1,14.672
quietly overwhelmed,1,1,15.832
more quietly seething,1,1,19.211
voice becoming venomous,1,1,14.421
"welsh accent, exploding",1,1,14.421
"welsh accent, patronizing tone",1,1,19.560
voice dancing with encouragement,1,1,18.901
"welsh accent, exasperated",1,1,19.261
"welsh accent, muttering",1,1,19.611
"scouse accent, laughing darkly",1,1,12.035
"scouse accent, grimly",1,1,14.461
voice jingling with mirth,1,1,24.301
"japanese accent, smiling in voice",1,1,17.381
"in welsh accent, formally",1,1,24.941
"japanese accent, patiently",1,1,21.672
voice breaking on the last words,1,1,22.371
breath catches,1,1,20.400
"japanese accent, wisely",1,1,18.291
"loud, harsh laugh",1,1,13.971
"scouse accent, quietly menacing",1,1,16.392
"scouse accent, offended",1,1,15.680
cryptically soft,1,1,15.720
"in a japanese accent, formally",1,1,20.563
voice warm then building,1,1,17.840
"scouse accent, conflicted tone",1,1,19.072
voice dripping with annoyance,1,1,21.741
theatrical moan,1,1,24.032
voice becoming more resigned,1,1,25.451
voice becoming more desperate,1,1,22.291
voice softening with interest,1,1,13.333
melodramatic groan,1,1,25.581
getting more exasperated,1,1,25.581
"brazilian accent, confident",1,1,16.856
"manchester accent, thundering",1,1,18.773
"brazilian accent, icily",1,1,12.541
seductive laugh,1,1,23.120
voice getting quieter and sultrier,1,1,23.120
"brazilian accent, soothing tone",1,1,11.259
"manchester accent, grimly",1,1,20.779
"brazilian accent, coolly",1,1,15.024
"manchester accent, mocking",1,1,17.123
"manchester accent, suspicious whisper",1,1,23.453
"manchester accent, chuckling darkly",1,1,21.179
"manchester accent, protective growl",1,1,16.605
"brazilian accent, authoritative tone",1,1,16.389
"brazilian accent, measured pace",1,1,16.856
"manchester accent, loudly",1,1,19.168
"manchester accent, gruff kindness",1,1,19.971
"northern irish accent, dramatically",1,1,16.864
"boston accent, defensive tone",1,1,14.773
playing along loudly,1,1,18.744
quiet but clear,1,1,18.592
"cockney accent, emphatically",1,1,13.787
protest in voice,1,1,13.787
"normal voice, defeated",1,1,13.787
"manchester accent, emotionally",1,1,18.616
"quieter, desperate",1,1,15.712
"boston accent, reassuring",1,1,13.787
"manchester accent, nervously",1,1,18.557
ending fiercely,1,1,16.635
"cockney accent, vulnerably",1,1,17.576
"cockney accent, triumphantly",1,1,16.280
"manchester accent, stammering slightly",1,1,17.203
"manchester accent, quietly amazed",1,1,18.773
"manchester accent, wonderingly",1,1,21.261
voice becoming analytical,1,1,21.656
"boston accent, energetically",1,1,17.437
"softer, almost sad",1,1,16.992
softening with amusement,1,1,15.403
voice cracking with offense,1,1,14.157
"in northern irish accent, warmly",1,1,20.053
embarrassed admission,1,1,18.011
grumbling good-naturedly,1,1,16.893
"boston accent, playfully",1,1,17.112
"wheezy, slower",1,1,15.299
"eastern european accent, trembling with frustration",1,1,18.901
voice booming suddenly,1,1,18.941
in a gravelly whisper,1,1,18.941
"in eastern european accent, hopefully",1,1,17.920
wet slurp,1,1,15.467
sneering cackle,1,1,15.467
"eastern european accent, confidently",1,1,20.371
"angry, louder",1,1,17.877
rapidly interested,1,1,15.251
"voice breaking, sad",1,1,15.709
greedily muttering,1,1,19.547
"manchester accent, mock sweetness",1,1,14.200
"in eastern european accent, voice rising",1,1,20.837
dismissively chattering,1,1,16.971
disappointed grunt,1,1,16.971
in a boastful bellow,1,1,21.533
words speeding up with pride,1,1,17.147
giggling wickedly,1,1,19.523
gleefully hopping,1,1,17.680
taunting rasp,1,1,17.680
"eastern european accent, joyfully",1,1,20.221
cheerfully vicious,1,1,20.669
"manchester accent, weakly",1,1,13.925
voice becoming heated,1,1,13.920
boom of laughter,1,1,21.341
patronizingly,1,1,15.077
"manchester accent, coolly",1,1,15.077
voice dropping to a satisfied rumble,1,1,22.928
in a rumbling crescendo,1,1,22.928
standing up tone,1,1,12.291
skittering away,1,1,21.173
unconcerned humming,1,1,21.173
"manchester accent, disbelieving laugh",1,1,15.461
"manchester accent, cautiously hopeful",1,1,13.067
"manchester accent, voice softening",1,1,15.616
softer dread,1,1,14.632
voice cracking with despair,1,1,16.379
determined squeak,1,1,14.624
miserably,1,1,14.624
voice building with frustration,1,1,19.365
"manchester accent, relieved breath",1,1,19.645
frantic squeak,1,1,12.381
shrieking with excitement,1,1,12.312
ending in surprised joy,1,1,12.872
"regular volume, teasingly",1,1,19.083
rapidly tumbling out,1,1,14.392
voice catching with emotion then soaring,1,1,15.261
"jamaican accent, with growing confidence",1,1,10.320
sobbing with relief,1,1,16.421
"jamaican accent, cautiously hopeful",1,1,14.072
"jamaican accent, slowly warming",1,1,13.341
"jamaican accent, doubtfully",1,1,15.003
nervously mumbling,1,1,10.672
words tumbling out faster with joy,1,1,10.072
voice climbing with enthusiasm,1,1,10.101
wandering tone,1,1,17.392
distracted tone,1,1,18.835
perks up,1,1,15.741
"filipino accent, disappointed",1,1,11.573
voice thick with joyful emotion,1,1,13.883
"pause, then laugh loudly",1,1,12.501
voice lilting with pleasure,1,1,14.221
appreciatively excited,1,1,14.221
happily agreeing,1,1,15.712
building to near-shriek,1,1,14.621
rising with inspiration,1,1,15.200
voice dropping to almost inaudible,1,1,14.581
in a practical tone,1,1,17.760
soaring with emotion,1,1,9.653
very satisfied,1,1,17.141
quick and bright,1,1,11.171
giggle-sob,1,1,14.720
distant murmur,1,1,17.435
emotionless drone,1,1,18.293
steady mumble,1,1,14.251
anxious squeak,1,1,12.451
rasping croak,1,1,17.640
voice shaking with glee,1,1,15.000
mechanical pause,1,1,18.293
blank recitation,1,1,18.293
weary drawl,1,1,18.635
voice crumbling to whispers,1,1,18.731
aristocratic disdain,1,1,18.291
melodramatic suffering,1,1,18.771
voice trembling with indignation,1,1,18.771
pathetic sob,1,1,16.181
voice dropping to a rasp,1,1,18.173
unchanged whisper,1,1,19.211
dramatically proclaiming,1,1,18.811
quiet anger,1,1,14.491
empty voice,1,1,21.621
"caribbean accent, hopefully",1,1,13.891
"caribbean accent, gratefully",1,1,15.531
"caribbean accent, laughing",1,1,18.352
"caribbean accent, relieved",1,1,16.560
"caribbean accent, seriously",1,1,16.584
more mechanical,1,1,22.771
low monotone,1,1,22.771
same flat tone,1,1,22.771
"caribbean accent, joyful shout",1,1,11.920
each word getting more angry,1,1,11.832
"caribbean accent, wise tone",1,1,14.051
"caribbean accent, reflective",1,1,14.221
"caribbean accent, soothing rhythm",1,1,12.792
"caribbean accent, defiant growl",1,1,17.021
dizzily excited,1,1,13.443
passionate again,1,1,15.992
"in caribbean accent, melodic rhythm",1,1,18.592
voice heavy with disappointment,1,1,13.381
voice trembling with emotion then soaring,1,1,12.781
"caribbean accent, sudden energy",1,1,15.560
voice cracking with urgency,1,1,15.560
"caribbean accent, controlled anger",1,1,11.331
"caribbean accent, mysteriously",1,1,14.944
voice like smoke,1,1,14.944
"caribbean accent, philosophical",1,1,13.920
"caribbean accent, voice hardening",1,1,17.352
"caribbean accent, warm and musical",1,1,17.171
"caribbean accent, passionate tone",1,1,18.440
"spanish accent, fading",1,1,11.672
"spanish accent, reflective tone",1,1,11.272
"caribbean accent, firm but respectful",1,1,18.621
"spanish accent, joyfully",1,1,12.381
emotional gasp,1,1,12.381
earth-shaking volume,1,1,12.173
door-rattling shout,1,1,12.173
theatrical huff,1,1,12.173
pretend shock,1,1,15.253
quickly apologetic,1,1,10.464
"spanish accent, prideful",1,1,14.531
somehow getting even louder,1,1,10.861
challenging whisper,1,1,15.240
slowly deliberate,1,1,13.061
attempting to whisper but still shouting,1,1,11.312
excited giggle,1,1,8.832
gasps softly,1,1,15.992
privacy-focused,1,1,14.880
each word more suggestive,1,1,17.901
guiding,1,1,16.712
"eastern european accent, suspicious",1,1,15.181
very patiently,1,1,20.691
carefully articulating,1,1,20.691
in a deep announcer voice,1,1,14.680
"caribbean accent, animated",1,1,11.941
"eastern european accent, intrigued",1,1,15.512
"caribbean accent, emotionally",1,1,13.613
"brazilian accent, agreeing",1,1,11.981
"brazilian accent, teasingly",1,1,14.720
"caribbean accent, frustrated growl",1,1,14.032
in a cowboy drawl,1,1,18.981
"brazilian accent, suspiciously",1,1,17.931
increasingly silly,1,1,22.952
rhythmic and playful,1,1,22.952
gravelly and sincere,1,1,18.141
in a theatrical tone,1,1,12.451
curiously hesitant,1,1,18.432
dissolving into silliness,1,1,19.011
photographer voice,1,1,19.011
playfully demanding,1,1,19.011
distant shout,1,1,14.421
struggling sounds,1,1,14.421
"caribbean accent, shouting",1,1,14.421
voice fading as if dragged away,1,1,14.421
"caribbean accent, trembling with rage",1,1,15.640
hopeful but cautious,1,1,22.472
earnest plea,1,1,22.021
measured and deliberate,1,1,17.731
under breath rapidly,1,1,20.672
calling back respectfully,1,1,20.672
in a firm whisper,1,1,17.821
voice becoming steady,1,1,21.723
in an amused drawl,1,1,17.552
slowly processing,1,1,23.491
slight bewilderment,1,1,23.491
respectfully measured,1,1,21.531
laughs openly,1,1,22.120
quietly reverent,1,1,21.080
with mock indignation,1,1,22.112
confirms,1,1,18.163
speeds up slightly,1,1,18.320
breezy tone,1,1,20.333
voice radiating pure sunshine,1,1,15.984
voice crescendoing with celebration,1,1,14.563
getting emotional with joy,1,1,18.483
beside herself with happiness,1,1,18.483
loud and sharp,1,1,16.296
voice sparkling with pride,1,1,15.344
playful threat,1,1,17.659
intrigued trill,1,1,17.659
cackling happily,1,1,17.859
voice tumbling with glee,1,1,17.859
voice bouncing with rhythm,1,1,20.115
joyfully building,1,1,20.133
defensive snap,1,1,20.485
laughing coldly,1,1,15.235
seductive purr,1,1,22.400
gentle wonder,1,1,19.523
encouraged boom,1,1,20.765
shy mumble,1,1,20.765
stumbling over words,1,1,15.384
sad grunt,1,1,20.744
voice bouncing joyfully,1,1,22.291
slowing with cruelty,1,1,27.789
quick gasp,1,1,27.789
terrified shout,1,1,19.613
sobbing quality,1,1,19.613
regretful pause,1,1,24.323
voice wavering between emotions,1,1,24.664
each syllable stretching longer,1,1,33.672
hypnotic rhythm,1,1,33.672
stammering worse,1,1,14.200
mock seriously,1,1,20.173
strangled joy,1,1,16.440
drily amused,1,1,19.483
more panic,1,1,16.525
gleeful tone,1,1,16.256
irritated tone,1,1,22.008
boisterous again,1,1,21.688
"quieter, tired",1,1,15.603
disbelieving shout,1,1,15.795
pleading rise,1,1,22.277
"louder, shaking",1,1,17.709
overwhelmed giggling,1,1,22.739
determined push,1,1,16.525
voice tilting up,1,1,16.525
"softer, grateful",1,1,15.733
"normal voice, chuckle",1,1,11.856
"soft, dangerous",1,1,29.427
disappointed rumble,1,1,31.045
voice filling with determination,1,1,13.539
voice soaring with newfound hope,1,1,17.427
voice lifting with surprise,1,1,18.861
voice softening with anticipation,1,1,21.045
voice sparkling with curiosity,1,1,21.576
erupting into giggles,1,1,19.976
"chinese accent, emotional",1,1,11.600
raspy wheeze,1,1,14.960
in a hollow echo,1,1,14.960
"chinese accent, carefully measured",1,1,11.520
"chinese accent, warm",1,1,11.747
in bitter amusement,1,1,16.152
guttural scoff,1,1,16.152
venomous quietness,1,1,14.333
words fading gradually,1,1,17.339
in a cracked whisper,1,1,17.339
in a considering tone,1,1,16.189
in an endless echo,1,1,19.024
in a whispered rasp,1,1,18.011
gravelly monotone,1,1,18.376
detached and cold,1,1,19.053
building drama,1,1,11.501
sincere admiration,1,1,12.504
mechanically flat,1,1,20.464
enviously,1,1,10.688
sarcastically laughs,1,1,14.256
philosophically slower,1,1,12.309
startled,1,1,12.309
genuine interest,1,1,12.309
"arabic accent, voice trembling",1,1,8.939
directing carefully,1,1,14.048
quickly covering,1,1,11.245
building tempo,1,1,13.579
voice dipping conspiratorially,1,1,14.448
building energy with each word,1,1,12.635
"irish accent, resigned sigh",1,1,11.891
in a hushed reverence,1,1,13.688
voice falling to confession,1,1,12.339
"irish accent, jokingly",1,1,10.792
"arabic accent, cold fury",1,1,10.805
"irish accent, warmer tone",1,1,10.160
"irish accent, explosively",1,1,9.875
bitter laughter rising,1,1,9.875
soft irish lilt,1,1,11.979
"cork irish accent, melodically",1,1,11.979
"irish accent, alarmed",1,1,12.917
"irish accent, grimly amused",1,1,9.584
"arabic accent, resigned smile in voice",1,1,9.968
"irish accent, booming proudly",1,1,12.229
gathering papers,1,1,10.555
"irish accent, suddenly serious",1,1,13.152
voice ringing with victory,1,1,12.019
"cockney accent, getting louder",1,1,8.771
"cockney accent, panicking",1,1,8.480
ending in nervous giggle,1,1,8.480
"irish accent, heartily",1,1,12.525
"irish accent, amused tone",1,1,14.299
ending in chuckle,1,1,10.043
"in irish accent, warmly",1,1,12.995
"arabic accent, respectful now",1,1,10.629
"irish accent, suspicious growl",1,1,13.048
